category,category_name,item_id,item_name,formula,molar_mass_g_mol,basis,concentration_pct,temperature_c,density_kg_l
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,100.0,50.0,1.8013
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,0,60,0.9832
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,1.0,60.0,0.9895
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,2.0,60.0,0.9956
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,3.0,60.0,1.0017
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,4.0,60.0,1.0078
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,5.0,60.0,1.014
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,6.0,60.0,1.0203
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,7.0,60.0,1.0266
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,8.0,60.0,1.033
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,9.0,60.0,1.0395
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,10.0,60.0,1.046
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,11.0,60.0,1.0526
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,12.0,60.0,1.0593
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,13.0,60.0,1.0661
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,14.0,60.0,1.0729
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,15.0,60.0,1.0798
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,16.0,60.0,1.0868
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,17.0,60.0,1.0938
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,18.0,60.0,1.1009
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,19.0,60.0,1.1081
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,20.0,60.0,1.1153
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,21.0,60.0,1.1226
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,22.0,60.0,1.1299
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,23.0,60.0,1.1373
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,24.0,60.0,1.1448
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,25.0,60.0,1.1523
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,26.0,60.0,1.1599
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,27.0,60.0,1.1676
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,28.0,60.0,1.1753
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,29.0,60.0,1.1831
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,30.0,60.0,1.1909
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,31.0,60.0,1.1988
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,32.0,60.0,1.2068
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,33.0,60.0,1.2148
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,34.0,60.0,1.2229
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,35.0,60.0,1.2311
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,36.0,60.0,1.2394
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,37.0,60.0,1.2477
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,38.0,60.0,1.2561
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,39.0,60.0,1.2646
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,40.0,60.0,1.2732
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,41.0,60.0,1.2819
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,42.0,60.0,1.2907
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,43.0,60.0,1.2996
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,44.0,60.0,1.3086
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,45.0,60.0,1.3177
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,46.0,60.0,1.3269
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,47.0,60.0,1.3362
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,48.0,60.0,1.3455
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,49.0,60.0,1.3549
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,50.0,60.0,1.3644
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,51.0,60.0,1.374
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,52.0,60.0,1.3837
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,53.0,60.0,1.3996
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,54.0,60.0,1.4036
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,55.0,60.0,1.4137
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,56.0,60.0,1.4239
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,57.0,60.0,1.4342
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,58.0,60.0,1.4446
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,59.0,60.0,1.4551
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,60.0,60.0,1.4656
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,61.0,60.0,1.4762
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,62.0,60.0,1.4869
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,63.0,60.0,1.4977
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,64.0,60.0,1.5086
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,65.0,60.0,1.5195
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,66.0,60.0,1.5305
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,67.0,60.0,1.5416
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,68.0,60.0,1.5528
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,69.0,60.0,1.564
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,70.0,60.0,1.5753
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,71.0,60.0,1.5867
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,72.0,60.0,1.5981
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,73.0,60.0,1.6095
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,74.0,60.0,1.6209
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,75.0,60.0,1.6322
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,76.0,60.0,1.6435
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,77.0,60.0,1.6547
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,78.0,60.0,1.6657
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,79.0,60.0,1.6766
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,80.0,60.0,1.6873
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,81.0,60.0,1.6978
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,82.0,60.0,1.708
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,83.0,60.0,1.7179
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,84.0,60.0,1.7274
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,85.0,60.0,1.7364
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,86.0,60.0,1.7449
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,87.0,60.0,1.7529
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,88.0,60.0,1.7602
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,89.0,60.0,1.7669
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,90.0,60.0,1.7729
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,91.0,60.0,1.7783
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,92.0,60.0,1.7832
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,93.0,60.0,1.7876
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,94.0,60.0,1.7914
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,95.0,60.0,1.7944
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,96.0,60.0,1.7965
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,97.0,60.0,1.7977
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,98.0,60.0,1.7976
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,99.0,60.0,1.7958
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,100.0,60.0,1.7922
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,0,80,0.97179
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,1.0,80.0,0.9779
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,2.0,80.0,0.9839
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,3.0,80.0,0.99
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,4.0,80.0,0.9961
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,5.0,80.0,1.0022
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,6.0,80.0,1.0084
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,7.0,80.0,1.0146
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,8.0,80.0,1.0209
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,9.0,80.0,1.0273
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,10.0,80.0,1.0338
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,11.0,80.0,1.0403
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,12.0,80.0,1.0469
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,13.0,80.0,1.0536
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,14.0,80.0,1.0603
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,15.0,80.0,1.0671
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,16.0,80.0,1.074
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,17.0,80.0,1.0809
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,18.0,80.0,1.0879
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,19.0,80.0,1.095
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,20.0,80.0,1.1021
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,21.0,80.0,1.1093
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,22.0,80.0,1.1166
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,23.0,80.0,1.1239
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,24.0,80.0,1.1313
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,25.0,80.0,1.1388
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,26.0,80.0,1.1463
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,27.0,80.0,1.1539
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,28.0,80.0,1.1616
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,29.0,80.0,1.1693
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,30.0,80.0,1.1771
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,31.0,80.0,1.1849
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,32.0,80.0,1.1928
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,33.0,80.0,1.2008
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,34.0,80.0,1.2088
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,35.0,80.0,1.2169
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,36.0,80.0,1.2251
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,37.0,80.0,1.2334
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,38.0,80.0,1.2418
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,39.0,80.0,1.2503
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,40.0,80.0,1.2589
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,41.0,80.0,1.2675
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,42.0,80.0,1.2762
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,43.0,80.0,1.285
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,44.0,80.0,1.2939
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,45.0,80.0,1.3029
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,46.0,80.0,1.312
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,47.0,80.0,1.3212
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,48.0,80.0,1.3305
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,49.0,80.0,1.3399
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,50.0,80.0,1.3494
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,51.0,80.0,1.359
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,52.0,80.0,1.3687
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,53.0,80.0,1.3785
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,54.0,80.0,1.3884
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,55.0,80.0,1.3984
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,56.0,80.0,1.4085
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,57.0,80.0,1.4187
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,58.0,80.0,1.429
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,59.0,80.0,1.4393
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,60.0,80.0,1.4497
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,61.0,80.0,1.4602
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,62.0,80.0,1.4708
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,63.0,80.0,1.4815
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,64.0,80.0,1.4923
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,65.0,80.0,1.5031
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,66.0,80.0,1.514
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,67.0,80.0,1.5249
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,68.0,80.0,1.5359
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,69.0,80.0,1.547
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,70.0,80.0,1.5582
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,71.0,80.0,1.5694
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,72.0,80.0,1.5806
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,73.0,80.0,1.5919
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,74.0,80.0,1.6031
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,75.0,80.0,1.6142
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,76.0,80.0,1.6252
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,77.0,80.0,1.6361
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,78.0,80.0,1.6469
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,79.0,80.0,1.6575
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,80.0,80.0,1.668
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,81.0,80.0,1.6782
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,82.0,80.0,1.6882
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,83.0,80.0,1.6979
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,84.0,80.0,1.7072
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,85.0,80.0,1.7161
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,86.0,80.0,1.7245
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,87.0,80.0,1.7324
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,88.0,80.0,1.7397
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,89.0,80.0,1.7464
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,90.0,80.0,1.7525
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,91.0,80.0,1.7581
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,92.0,80.0,1.7633
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,93.0,80.0,1.7681
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,1.0,100.0,0.9645
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,2.0,100.0,0.9705
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,3.0,100.0,0.9766
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,4.0,100.0,0.9827
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,5.0,100.0,0.9888
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,6.0,100.0,0.995
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,7.0,100.0,1.0013
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,8.0,100.0,1.0076
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,9.0,100.0,1.014
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,10.0,100.0,1.0204
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,11.0,100.0,1.0269
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,12.0,100.0,1.0335
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,13.0,100.0,1.0402
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,14.0,100.0,1.0469
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,15.0,100.0,1.0537
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,16.0,100.0,1.0605
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,17.0,100.0,1.0674
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,18.0,100.0,1.0744
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,19.0,100.0,1.0814
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,20.0,100.0,1.0885
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,21.0,100.0,1.0957
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,22.0,100.0,1.1029
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,23.0,100.0,1.1102
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,24.0,100.0,1.1176
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,25.0,100.0,1.125
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,26.0,100.0,1.1325
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,27.0,100.0,1.14
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,28.0,100.0,1.1476
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,29.0,100.0,1.1553
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,30.0,100.0,1.163
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,31.0,100.0,1.1708
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,32.0,100.0,1.1787
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,33.0,100.0,1.1866
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,34.0,100.0,1.1946
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,35.0,100.0,1.2027
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,36.0,100.0,1.2109
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,37.0,100.0,1.2192
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,38.0,100.0,1.2276
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,39.0,100.0,1.2361
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,40.0,100.0,1.2446
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,41.0,100.0,1.2532
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,42.0,100.0,1.2619
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,43.0,100.0,1.2707
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,44.0,100.0,1.2796
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,45.0,100.0,1.2886
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,46.0,100.0,1.2976
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,47.0,100.0,1.3067
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,48.0,100.0,1.3159
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,49.0,100.0,1.3253
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,50.0,100.0,1.3348
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,51.0,100.0,1.3444
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,52.0,100.0,1.354
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,53.0,100.0,1.3637
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,54.0,100.0,1.3735
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,55.0,100.0,1.3834
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,56.0,100.0,1.3934
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,57.0,100.0,1.4035
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,58.0,100.0,1.4137
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,59.0,100.0,1.424
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,60.0,100.0,1.4344
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,61.0,100.0,1.4449
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,62.0,100.0,1.4554
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,63.0,100.0,1.466
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,64.0,100.0,1.4766
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,65.0,100.0,1.4873
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,66.0,100.0,1.4981
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,67.0,100.0,1.5089
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,68.0,100.0,1.5198
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,69.0,100.0,1.5307
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,70.0,100.0,1.5417
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,71.0,100.0,1.5527
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,72.0,100.0,1.5637
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,73.0,100.0,1.5747
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,74.0,100.0,1.5857
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,75.0,100.0,1.5966
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,76.0,100.0,1.6074
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,77.0,100.0,1.6181
inorganic_acid,无机酸,sulfuric,硫酸,H2SO4,98.07848,weight,78.0,100.0,1.6286
